,y_test,prediction
318,3877.6192,2366.474068300563
4189,3238.4512,2800.083146763589
5306,1054.6272,1467.8543063232255
3391,2376.906,2148.395126301255
1121,593.2278,1322.6818983672777
6576,1034.6532,430.92963404199213
2899,2709.1402,3725.6590706131883
7082,2801.6864,2856.606586025947
5268,1323.6104,3043.909922198751
4323,978.726,765.0014814883694
6096,1747.725,1919.4772166739556
1643,1198.44,2366.474068300563
6614,406.138,664.0418763449941
2134,490.0288,2034.6382991318053
1382,639.168,687.5480602634836
5061,402.809,1488.199430297216
6124,1062.6168,1464.4522056323037
5455,982.7208,532.5694151500248
4425,998.7,1609.2729946172997
4355,4327.7,3812.6391114827484
509,95.8752,238.52089254448347
3671,2036.6822,1633.689608096016
6900,4314.384,2863.2137503667595
3286,8138.7392,5473.8047727000485
7951,4218.5088,3925.715725807683
7245,517.3266,430.3203110823493
2453,1325.6078,1929.2646407963248
6906,6454.931,5091.207539088548
971,615.1992,968.5076878162627
313,1677.816,1100.4485768580203
7871,1677.816,773.7554522582845
3202,539.298,953.1614466127827
5759,784.9782,533.1787381096677
5583,3520.0846,3763.1253776363856
4858,1607.2412,1493.0776941292463
7248,1289.6546,1609.2729946172997
7802,1444.1202,2578.5721638952305
8220,2621.9204,2031.8428452731603
558,2876.256,3046.796753160822
4904,4673.916,2460.7601594272674
276,7452.9652,3888.674741723482
1540,716.4008,434.42555208335943
7511,3111.9492,2681.3758548825176
3474,755.0172,290.13628957747665
4139,394.1536,774.5410188204273
1984,4086.0146,3945.530189593032
2285,3202.498,2034.6382991318053
2615,7201.2928,5473.8047727000485
3891,1358.232,1879.8183079683326
7784,2681.8424,2140.721751097302
6444,3844.995,3885.3437724784976
6308,691.1004,532.5694151500248
1942,3105.957,3677.3303774623487
2569,4402.2696,2369.146510223147
1977,2713.135,2967.0889621164993
1220,2884.2456,2369.146510223147
5601,3113.2808,3831.227313001308
8499,2976.126,1609.2729946172997
3182,1142.5128,1573.6010531100617
2381,4374.306,3972.566520130746
2585,4225.1668,2984.6415044674663
6390,4434.228,3723.581201890594
4887,1749.7224,2366.474068300563
8066,4171.9028,2597.2927885568215
286,296.9468,342.48605811191686
994,2982.784,2369.146510223147
2586,139.818,198.31476209164717
4753,3793.7284,2820.5846626712814
1952,554.6114,1335.2571696475882
7984,1245.046,1749.2416532076313
7356,974.0654,1591.2783273716634
5904,517.9924,4101.481404624111
72,4604.6728,2678.006946654339
519,5344.3766,5473.8047727000485
5081,1342.2528,1584.1849438588
4978,1784.344,2859.5645765989775
7150,4407.596,3685.6636855306
548,2094.6068,1582.6027159452576
2888,2167.179,1628.1999966648361
7428,1845.5976,1633.0854536179675
1892,1583.9382,2034.6382991318053
8007,262.3252,533.1787381096677
6702,1179.1318,811.2668903651376
5356,1158.492,3009.0617841020426
1955,1514.695,1906.102085241254
5362,1006.6896,1753.7723761686575
7667,2253.0672,2043.250690480474
2190,934.7832,774.058053825389
5564,751.0224,1105.5251831186836
3711,1619.2256,1616.8965317380023
1675,2007.387,766.9346198428866
6257,1342.2528,683.6688001071255
842,1470.0864,983.3968642545536
247,974.7312,2664.1000962022863
8025,207.7296,209.21793134963528
8516,858.882,997.8570229196964
4110,2621.9204,1906.102085241254
3573,1518.024,2373.3868334226277
2217,2428.8384,2375.0524075625945
7779,1258.362,1591.2783273716634
4339,1114.5492,2046.1012948506238
5553,2456.802,3973.8180223733148
6285,2902.888,2348.9456380155852
5335,339.558,653.0171528071172
3993,529.9768,533.1787381096677
3485,666.4658,803.8800260248942
3996,110.5228,280.65010279652944
2565,3844.995,3043.909922198751
4999,2324.9736,3991.494341955183
6934,2616.594,4075.6365354296267
4770,253.004,289.886362931608
3083,7534.1928,3040.0180262748663
725,918.804,676.3449907670021
2682,3531.4032,2366.474068300563
7922,801.6232,1094.0756684350872
1741,614.5334,761.7640071455178
6721,1573.9512,2140.721751097302
6897,3261.7542,2162.0537506240908
779,597.2226,757.4127296614378
50,3134.5864,2299.2172482227875
4696,2534.0348,3923.654713704382
7639,123.173,289.4127038002422
7978,3350.3056,3024.266531264193
406,5770.4886,3815.3073217999163
4234,3379.6008,3040.3533929072228
5514,3880.2824,2046.1012948506238
4034,107.8596,278.92673509763716
6652,715.0692,1906.102085241254
2655,2066.6432,2127.3106525133367
2141,5294.4416,5344.821329876686
6291,441.4254,664.6964284854386
6519,2504.7396,2131.544586656825
2617,1522.0188,2701.7985631139936
6784,610.5386,1417.2176760813977
3465,1518.024,3045.0985705912794
156,262.3252,2140.721751097302
8502,3020.0688,3811.87687248418
2795,308.9312,345.6888407241647
6627,343.5528,429.5939066062692
6518,2259.0594,3925.416800855279
578,4655.2736,3929.51915507868
4302,3338.987,3051.2233282013967
8096,1163.8184,996.9145958589728
2948,3868.9638,2960.0821347219944
4004,4327.7,4789.314900093257
2872,796.9626,663.9817074783703
2653,4195.8716,3028.4235885720436
8111,363.5268,974.8805962391955
1308,343.5528,1857.1229876818531
317,452.744,533.1787381096677
5587,1231.73,764.5330676832901
5817,596.5568,655.0475725703228
7573,3435.528,2366.474068300563
2958,3350.3056,3051.1502667851037
1812,1597.92,1607.6907667037574
7785,3146.5708,3007.887998844085
2531,2087.9488,2366.474068300563
4627,4727.18,3045.0985705912794
7289,1651.184,1626.6177687512939
4957,298.2784,252.0327531252493
6418,185.0924,232.66347330431378
188,2336.958,2889.8159253883864
2004,4777.7808,3087.2283165620015
4235,494.0236,652.2566579013543
5129,3427.5384,2447.1726016712873
217,260.9936,533.1787381096677
2405,2109.2544,1887.7164773789686
5168,282.2992,660.635073002022
3753,3998.7948,3001.222983069155
1978,447.4176,1024.9487622926945
4226,476.047,1593.536926560917
5992,3243.7776,3665.1103617577896
6005,1693.7952,1635.2718360095582
2767,185.7582,500.41718050619113
2760,2588.6304,2151.373393666129
4160,1938.8096,2366.474068300563
4338,5704.5744,3903.3094292141286
1334,4098.6648,1640.1993432829765
1597,1893.5352,2528.347627587541
7482,3467.4864,1874.1312941892527
8335,708.4112,769.7388500535891
1833,1985.4156,2151.373393666129
7970,2157.192,2365.8295239125846
1514,3368.948,3588.328303717205
2887,6359.7216,3831.648246578338
2423,1225.072,1105.5251831186836
6035,88.5514,220.99448899304988
7301,3728.48,3043.909922198751
1063,568.5932,656.7693419096577
4912,4853.682,2860.116435396965
1172,2251.7356,1947.603581338591
8105,1155.8288,1355.9126475966457
2929,4604.6728,3963.4342060019567
7323,1188.453,3970.6776752693204
1972,1120.5414,1121.8649530352066
1768,1398.18,1624.557489067991
122,186.424,230.2419043489534
4488,1406.1696,1376.6067072082078
1529,3749.7856,2857.7952344184746
1621,3755.112,3043.909922198751
7278,326.242,414.4606032672266
4942,2221.1088,3040.9793753150198
1928,1897.53,2046.1012948506238
2890,2846.295,2991.056121962072
1087,1522.0188,3944.9867647762385
5036,4094.67,2651.5161157199846
8437,2596.62,1607.6907667037574
6129,1693.7952,672.8309869014851
294,5499.508,5456.76246684111
7132,2449.4782,3043.909922198751
6197,2526.711,3880.4327467934577
7870,1480.0734,2658.9284104082194
5439,1581.9408,996.9145958589728
8438,3034.0506,2204.472693339387
1642,211.7244,275.15591189076116
1234,872.198,1417.2176760813977
1185,822.263,421.3475810965689
3046,295.6152,342.8961263220249
384,3523.4136,2131.544586656825
3756,5552.1062,2812.8606702108573
7476,1494.0552,1479.347829062997
2663,102.5332,266.74174237288264
4982,3367.6164,3043.909922198751
4987,455.4072,344.85848108022844
684,5159.2842,3045.0985705912794
8022,5812.434,3010.774829806155
4085,2120.573,2651.5161157199846
7110,2644.5576,3721.4456900452788
1533,1943.4702,1467.8543063232255
451,1816.3024,1446.0545445382813
4237,1404.1722,1142.9215744118262
2640,1288.9888,2582.5568985466984
1376,1151.1682,2637.062532430606
1914,515.3292,208.6152435503299
5866,6636.6944,3908.157845373875
2980,3101.2964,2900.6842693034537
1490,486.034,532.5694151500248
4629,447.4176,2369.146510223147
5777,335.5632,765.0320934507971
4030,1318.284,2131.544586656825
1811,468.7232,990.4608803023792
2038,1470.0864,3040.3533929072228
6159,697.0926,532.375049057366
5313,750.3566,1648.0614930072218
6134,8217.3036,5473.8047727000485
1536,2320.9788,2655.3444196302885
2604,3956.8494,3045.6504293892667
5598,1882.2166,2803.7504899422165
396,3707.1744,3940.1458777380017
8376,3717.8272,3946.511813892825
6157,583.2408,1619.5424241120172
14,1977.426,3010.774829806155
5546,1980.755,2992.129338670111
1900,4566.0564,3876.536468724221
2475,361.5294,289.98291357458953
7343,8209.314,5091.207539088548
6939,886.8456,1142.9215744118262
7658,826.2578,773.7554522582845
4092,647.1576,2622.646937155613
4857,722.393,1628.1999966648361
5603,169.779,430.20322956591195
4178,653.1498,3807.2514208721072
7160,1318.284,1575.067685252275
8407,575.2512,2151.373393666129
6752,882.8508,2366.474068300563
4716,3182.524,2553.13673150594
90,369.519,289.57284536448157
5421,2149.2024,2854.8193989149213
5326,3950.1914,3781.3738238917267
5632,2852.2872,2553.13673150594
5354,272.978,267.55595728288756
8167,1857.582,2037.7872749505384
3126,2090.612,2967.0889621164993
6020,1218.414,1362.5171590675122
3050,3761.77,2366.474068300563
3490,1687.1372,3772.961081851922
6669,1670.4922,2056.990936579472
4948,1981.4208,3952.2430819844826
6047,1488.063,1617.960196198475
15,1547.3192,1033.3054274610884
1315,1413.4934,2127.3106525133367
8484,2324.9736,2127.3106525133367
2693,3408.896,4777.822201432576
5183,2458.1336,2991.056121962072
6413,447.4176,1108.6841573716947
5296,3159.8868,3588.328303717205
5248,3709.8376,3948.0012454020894
6271,3463.4916,3009.0617841020426
1357,2428.8384,1609.2729946172997
2429,2797.6916,4070.2057972849875
7349,485.3682,968.5076878162627
